AIRLINE_ENGLISH,AIRLINE_KOREAN,AIRPORT,AIR_FLN,ARRIVED_ENG,ARRIVED_KOR,BAGGAGE_CLAIM,BOARDING_ENG,BOARDING_KOR,CITY,ETD,FLIGHT_DATE,GATE,IO,LINE,LINE_CODE,RMK_ENG,RMK_KOR,STD,UFID
JEJU AIR,제주항공,CJJ,7C802,CHEONGJU,청주,1,JEJU,제주,CJU,1032,20230430,,I,국내,D,ARRIVED   ,도착,1040,20230430CJJI7C802
JEJU AIR,제주항공,CJJ,7C850,CHEONGJU,청주,1,JEJU,제주,CJU,2340,20230430,,I,국내,D,DELAY,지연,2320,20230430CJJI7C850
JEJU AIR,제주항공,CJJ,7C852,CHEONGJU,청주,1,JEJU,제주,CJU,0911,20230430,,I,국내,D,ARRIVED   ,도착,0920,20230430CJJI7C852
JEJU AIR,제주항공,CJJ,7C854,CHEONGJU,청주,1,JEJU,제주,CJU,1828,20230430,,I,국내,D,ARRIVED   ,도착,1840,20230430CJJI7C854
JEJU AIR,제주항공,CJJ,7C856,CHEONGJU,청주,1,JEJU,제주,CJU,1813,20230430,,I,국내,D,ARRIVED   ,도착,1810,20230430CJJI7C856
KOREAN AIR,대한항공,CJJ,KE1704,CHEONGJU,청주,1,JEJU,제주,CJU,0759,20230430,,I,국내,D,ARRIVED   ,도착,0810,20230430CJJIKE1704
KOREAN AIR,대한항공,CJJ,KE1712,CHEONGJU,청주,1,JEJU,제주,CJU,1317,20230430,,I,국내,D,ARRIVED   ,도착,1320,20230430CJJIKE1712
KOREAN AIR,대한항공,CJJ,KE1722,CHEONGJU,청주,2,JEJU,제주,CJU,1627,20230430,,I,국내,D,ARRIVED   ,도착,1630,20230430CJJIKE1722
JINAIR,진에어,CJJ,LJ552,CHEONGJU,청주,1,JEJU,제주,CJU,1007,20230430,,I,국내,D,ARRIVED   ,도착,1020,20230430CJJILJ552
JINAIR,진에어,CJJ,LJ554,CHEONGJU,청주,2,JEJU,제주,CJU,1516,20230430,,I,국내,D,ARRIVED   ,도착,1520,20230430CJJILJ554
JINAIR,진에어,CJJ,LJ558,CHEONGJU,청주,2,JEJU,제주,CJU,1832,20230430,,I,국내,D,ARRIVED   ,도착,1835,20230430CJJILJ558
JINAIR,진에어,CJJ,LJ560,CHEONGJU,청주,,JEJU,제주,CJU,2220,20230430,,I,국내,D,,,2220,20230430CJJILJ560
JINAIR,진에어,CJJ,LJ582,CHEONGJU,청주,1,JEJU,제주,CJU,1027,20230430,,I,국내,D,ARRIVED   ,도착,1035,20230430CJJILJ582
JINAIR,진에어,CJJ,LJ584,CHEONGJU,청주,1,JEJU,제주,CJU,1146,20230430,,I,국내,D,ARRIVED   ,도착,1150,20230430CJJILJ584
JINAIR,진에어,CJJ,LJ586,CHEONGJU,청주,1,JEJU,제주,CJU,1636,20230430,,I,국내,D,ARRIVED   ,도착,1635,20230430CJJILJ586
ASIANA AIRLINE,아시아나항공,CJJ,OZ8232,CHEONGJU,청주,1,JEJU,제주,CJU,1213,20230430,,I,국내,D,ARRIVED   ,도착,1220,20230430CJJIOZ8232
ASIANA AIRLINE,아시아나항공,CJJ,OZ8234,CHEONGJU,청주,1,JEJU,제주,CJU,1617,20230430,,I,국내,D,ARRIVED   ,도착,1620,20230430CJJIOZ8234
ASIANA AIRLINE,아시아나항공,CJJ,OZ8236,CHEONGJU,청주,1,JEJU,제주,CJU,2140,20230430,,I,국내,D,ARRIVED   ,도착,2145,20230430CJJIOZ8236
AERO K AIRLINES,에어로케이항공,CJJ,RF602,CHEONGJU,청주,1,JEJU,제주,CJU,1117,20230430,,I,국내,D,ARRIVED   ,도착,1125,20230430CJJIRF602
AERO K AIRLINES,에어로케이항공,CJJ,RF610,CHEONGJU,청주,1,JEJU,제주,CJU,1742,20230430,,I,국내,D,ARRIVED   ,도착,1745,20230430CJJIRF610
AERO K AIRLINES,에어로케이항공,CJJ,RF614,CHEONGJU,청주,1,JEJU,제주,CJU,2229,20230430,,I,국내,D,ARRIVED   ,도착,2235,20230430CJJIRF614
T'WAY AIR CO.LTD,티웨이항공,CJJ,TW182,CHEONGJU,청주,1,DANANG,다낭,DAD,0711,20230430,,I,국제,I,ARRIVED   ,도착,0755,20230430CJJITW182
T'WAY AIR CO.LTD,티웨이항공,CJJ,TW184,CHEONGJU,청주,2,BANGKOK/DONMUANG,방콕/방콕/돈므앙,DMK,0717,20230430,,I,국제,I,ARRIVED   ,도착,0740,20230430CJJITW184
T'WAY AIR CO.LTD,티웨이항공,CJJ,TW874,CHEONGJU,청주,1,JEJU,제주,CJU,1622,20230430,,I,국내,D,ARRIVED   ,도착,1615,20230430CJJITW874
T'WAY AIR CO.LTD,티웨이항공,CJJ,TW876,CHEONGJU,청주,1,JEJU,제주,CJU,1907,20230430,,I,국내,D,ARRIVED   ,도착,1900,20230430CJJITW876
T'WAY AIR CO.LTD,티웨이항공,CJJ,TW9872,CHEONGJU,청주,1,JEJU,제주,CJU,1135,20230430,,I,국내,D,ARRIVED   ,도착,1145,20230430CJJITW9872
T'WAY AIR CO.LTD,티웨이항공,CJJ,TW9874,CHEONGJU,청주,1,JEJU,제주,CJU,1301,20230430,,I,국내,D,ARRIVED   ,도착,1240,20230430CJJITW9874
T'WAY AIR CO.LTD,티웨이항공,CJJ,TW9876,CHEONGJU,청주,1,JEJU,제주,CJU,1510,20230430,,I,국내,D,ARRIVED   ,도착,1510,20230430CJJITW9876
JEJU AIR,제주항공,CJJ,7C801,JEJU,제주,,CHEONGJU,청주,CJU,1129,20230430,3,O,국내,D,DEPARTED,출발,1120,20230430CJJO7C801
JEJU AIR,제주항공,CJJ,7C851,JEJU,제주,,CHEONGJU,청주,CJU,1019,20230430,4,O,국내,D,DEPARTED,출발,1010,20230430CJJO7C851
JEJU AIR,제주항공,CJJ,7C853,JEJU,제주,,CHEONGJU,청주,CJU,1943,20230430,5,O,국내,D,DEPARTED,출발,1920,20230430CJJO7C853
JEJU AIR,제주항공,CJJ,7C855,JEJU,제주,,CHEONGJU,청주,CJU,1922,20230430,3,O,국내,D,DEPARTED,출발,1905,20230430CJJO7C855
KOREAN AIR,대한항공,CJJ,KE1707,JEJU,제주,,CHEONGJU,청주,CJU,0915,20230430,3,O,국내,D,DEPARTED,출발,0905,20230430CJJOKE1707
KOREAN AIR,대한항공,CJJ,KE1717,JEJU,제주,,CHEONGJU,청주,CJU,1416,20230430,3,O,국내,D,DEPARTED,출발,1405,20230430CJJOKE1717
KOREAN AIR,대한항공,CJJ,KE1725,JEJU,제주,,CHEONGJU,청주,CJU,1746,20230430,3,O,국내,D,DEPARTED,출발,1735,20230430CJJOKE1725
JINAIR,진에어,CJJ,LJ551,JEJU,제주,,CHEONGJU,청주,CJU,0725,20230430,3,O,국내,D,DEPARTED,출발,0720,20230430CJJOLJ551
JINAIR,진에어,CJJ,LJ553,JEJU,제주,,CHEONGJU,청주,CJU,1108,20230430,2,O,국내,D,DEPARTED,출발,1100,20230430CJJOLJ553
JINAIR,진에어,CJJ,LJ557,JEJU,제주,,CHEONGJU,청주,CJU,1620,20230430,3,O,국내,D,DEPARTED,출발,1610,20230430CJJOLJ557
JINAIR,진에어,CJJ,LJ559,JEJU,제주,,CHEONGJU,청주,CJU,1948,20230430,2,O,국내,D,DEPARTED,출발,1930,20230430CJJOLJ559
JINAIR,진에어,CJJ,LJ583,JEJU,제주,,CHEONGJU,청주,CJU,1211,20230430,4,O,국내,D,DEPARTED,출발,1200,20230430CJJOLJ583
JINAIR,진에어,CJJ,LJ585,JEJU,제주,,CHEONGJU,청주,CJU,1243,20230430,3,O,국내,D,DEPARTED,출발,1230,20230430CJJOLJ585
JINAIR,진에어,CJJ,LJ587,JEJU,제주,,CHEONGJU,청주,CJU,1731,20230430,2,O,국내,D,DEPARTED,출발,1720,20230430CJJOLJ587
ASIANA AIRLINE,아시아나항공,CJJ,OZ8231,JEJU,제주,,CHEONGJU,청주,CJU,0658,20230430,4,O,국내,D,DEPARTED,출발,0650,20230430CJJOOZ8231
ASIANA AIRLINE,아시아나항공,CJJ,OZ8233,JEJU,제주,,CHEONGJU,청주,CJU,1307,20230430,4,O,국내,D,DEPARTED,출발,1255,20230430CJJOOZ8233
ASIANA AIRLINE,아시아나항공,CJJ,OZ8235,JEJU,제주,,CHEONGJU,청주,CJU,1717,20230430,4,O,국내,D,DEPARTED,출발,1710,20230430CJJOOZ8235
AERO K AIRLINES,에어로케이항공,CJJ,RF601,JEJU,제주,,CHEONGJU,청주,CJU,0827,20230430,2,O,국내,D,DEPARTED,출발,0820,20230430CJJORF601
AERO K AIRLINES,에어로케이항공,CJJ,RF609,JEJU,제주,,CHEONGJU,청주,CJU,1457,20230430,5,O,국내,D,DEPARTED,출발,1445,20230430CJJORF609
AERO K AIRLINES,에어로케이항공,CJJ,RF613,JEJU,제주,,CHEONGJU,청주,CJU,1853,20230430,4,O,국내,D,DEPARTED,출발,1845,20230430CJJORF613
T'WAY AIR CO.LTD,티웨이항공,CJJ,TW181,DANANG,다낭,,CHEONGJU,청주,DAD,2101,20230430,6,O,국제,I,DEPARTED,출발,2100,20230430CJJOTW181
T'WAY AIR CO.LTD,티웨이항공,CJJ,TW183,BANGKOK/DONMUANG,방콕/방콕/돈므앙,,CHEONGJU,청주,DMK,1929,20230430,6,O,국제,I,DEPARTED,출발,1925,20230430CJJOTW183
T'WAY AIR CO.LTD,티웨이항공,CJJ,TW873,JEJU,제주,,CHEONGJU,청주,CJU,1356,20230430,2,O,국내,D,DEPARTED,출발,1310,20230430CJJOTW873
T'WAY AIR CO.LTD,티웨이항공,CJJ,TW875,JEJU,제주,,CHEONGJU,청주,CJU,1609,20230430,4,O,국내,D,DEPARTED,출발,1605,20230430CJJOTW875
T'WAY AIR CO.LTD,티웨이항공,CJJ,TW9871,JEJU,제주,,CHEONGJU,청주,CJU,0859,20230430,4,O,국내,D,DEPARTED,출발,0850,20230430CJJOTW9871
T'WAY AIR CO.LTD,티웨이항공,CJJ,TW9873,JEJU,제주,,CHEONGJU,청주,CJU,0920,20230430,2,O,국내,D,DEPARTED,출발,0900,20230430CJJOTW9873
T'WAY AIR CO.LTD,티웨이항공,CJJ,TW9875,JEJU,제주,,CHEONGJU,청주,CJU,1227,20230430,2,O,국내,D,DEPARTED,출발,1215,20230430CJJOTW9875
HI AIR,하이에어,CJU,4H1333,JEJU,제주,1,ULSAN,울산,USN,1059,20230430,,I,국내,D,ARRIVED   ,도착,1025,20230430CJUI4H1333
HI AIR,하이에어,CJU,4H1337,JEJU,제주,1,ULSAN,울산,USN,1840,20230430,,I,국내,D,ARRIVED   ,도착,1850,20230430CJUI4H1337
HI AIR,하이에어,CJU,4H1355,JEJU,제주,1,SACHEON,진주/사천,HIN,1749,20230430,,I,국내,D,ARRIVED   ,도착,1820,20230430CJUI4H1355
HI AIR,하이에어,CJU,4H1543,JEJU,제주,1,MUAN,무안,MWX,1124,20230430,,I,국내,D,ARRIVED   ,도착,1140,20230430CJUI4H1543
HI AIR,하이에어,CJU,4H1611,JEJU,제주,1,GIMPO,서울/김포,GMP,1647,20230430,,I,국내,D,ARRIVED   ,도착,1525,20230430CJUI4H1611
HI AIR,하이에어,CJU,4H1613,JEJU,제주,1,GIMPO,서울/김포,GMP,2038,20230430,,I,국내,D,ARRIVED   ,도착,2005,20230430CJUI4H1613
FLY GANGWON,플라이강원,CJU,4V501,JEJU,제주,3,YANGYANG,양양,YNY,1043,20230430,,I,국내,D,ARRIVED   ,도착,1035,20230430CJUI4V501
FLY GANGWON,플라이강원,CJU,4V505,JEJU,제주,3,YANGYANG,양양,YNY,1850,20230430,,I,국내,D,ARRIVED   ,도착,1900,20230430CJUI4V505
JEJU AIR,제주항공,CJU,7C101,JEJU,제주,3,GIMPO,서울/김포,GMP,0733,20230430,,I,국내,D,ARRIVED   ,도착,0735,20230430CJUI7C101
JEJU AIR,제주항공,CJU,7C103,JEJU,제주,2,GIMPO,서울/김포,GMP,0805,20230430,,I,국내,D,ARRIVED   ,도착,0810,20230430CJUI7C103
JEJU AIR,제주항공,CJU,7C105,JEJU,제주,2,GIMPO,서울/김포,GMP,0842,20230430,,I,국내,D,ARRIVED   ,도착,0850,20230430CJUI7C105
JEJU AIR,제주항공,CJU,7C107,JEJU,제주,3,GIMPO,서울/김포,GMP,1017,20230430,,I,국내,D,ARRIVED   ,도착,1010,20230430CJUI7C107
JEJU AIR,제주항공,CJU,7C113,JEJU,제주,4,GIMPO,서울/김포,GMP,1234,20230430,,I,국내,D,ARRIVED   ,도착,1230,20230430CJUI7C113
JEJU AIR,제주항공,CJU,7C115,JEJU,제주,2,GIMPO,서울/김포,GMP,1322,20230430,,I,국내,D,ARRIVED   ,도착,1335,20230430CJUI7C115
JEJU AIR,제주항공,CJU,7C117,JEJU,제주,4,GIMPO,서울/김포,GMP,1358,20230430,,I,국내,D,ARRIVED   ,도착,1345,20230430CJUI7C117
JEJU AIR,제주항공,CJU,7C119,JEJU,제주,4,GIMPO,서울/김포,GMP,1446,20230430,,I,국내,D,ARRIVED   ,도착,1440,20230430CJUI7C119
JEJU AIR,제주항공,CJU,7C121,JEJU,제주,2,GIMPO,서울/김포,GMP,1550,20230430,,I,국내,D,ARRIVED   ,도착,1550,20230430CJUI7C121
JEJU AIR,제주항공,CJU,7C123,JEJU,제주,2,GIMPO,서울/김포,GMP,1636,20230430,,I,국내,D,ARRIVED   ,도착,1640,20230430CJUI7C123
JEJU AIR,제주항공,CJU,7C125,JEJU,제주,3,GIMPO,서울/김포,GMP,1707,20230430,,I,국내,D,ARRIVED   ,도착,1705,20230430CJUI7C125
JEJU AIR,제주항공,CJU,7C127,JEJU,제주,3,GIMPO,서울/김포,GMP,1934,20230430,,I,국내,D,ARRIVED   ,도착,1925,20230430CJUI7C127
JEJU AIR,제주항공,CJU,7C129,JEJU,제주,2,GIMPO,서울/김포,GMP,2050,20230430,,I,국내,D,ARRIVED   ,도착,2020,20230430CJUI7C129
JEJU AIR,제주항공,CJU,7C133,JEJU,제주,2,GIMPO,서울/김포,GMP,2059,20230430,,I,국내,D,ARRIVED   ,도착,2040,20230430CJUI7C133
JEJU AIR,제주항공,CJU,7C135,JEJU,제주,2,GIMPO,서울/김포,GMP,1135,20230430,,I,국내,D,ARRIVED   ,도착,1135,20230430CJUI7C135
JEJU AIR,제주항공,CJU,7C141,JEJU,제주,3,GIMPO,서울/김포,GMP,1026,20230430,,I,국내,D,ARRIVED   ,도착,1035,20230430CJUI7C141
JEJU AIR,제주항공,CJU,7C143,JEJU,제주,2,GIMPO,서울/김포,GMP,1417,20230430,,I,국내,D,ARRIVED   ,도착,1420,20230430CJUI7C143
JEJU AIR,제주항공,CJU,7C145,JEJU,제주,3,GIMPO,서울/김포,GMP,1801,20230430,,I,국내,D,ARRIVED   ,도착,1805,20230430CJUI7C145
JEJU AIR,제주항공,CJU,7C147,JEJU,제주,2,GIMPO,서울/김포,GMP,2202,20230430,,I,국내,D,ARRIVED   ,도착,2140,20230430CJUI7C147
JEJU AIR,제주항공,CJU,7C151,JEJU,제주,4,GIMPO,서울/김포,GMP,0725,20230430,,I,국내,D,ARRIVED   ,도착,0730,20230430CJUI7C151
JEJU AIR,제주항공,CJU,7C155,JEJU,제주,3,GIMPO,서울/김포,GMP,1623,20230430,,I,국내,D,ARRIVED   ,도착,1620,20230430CJUI7C155
JEJU AIR,제주항공,CJU,7C503,JEJU,제주,2,GIMHAE,부산/김해,PUS,0857,20230430,,I,국내,D,ARRIVED   ,도착,0905,20230430CJUI7C503
JEJU AIR,제주항공,CJU,7C505,JEJU,제주,4,GIMHAE,부산/김해,PUS,1001,20230430,,I,국내,D,ARRIVED   ,도착,1010,20230430CJUI7C505
JEJU AIR,제주항공,CJU,7C509,JEJU,제주,3,GIMHAE,부산/김해,PUS,1324,20230430,,I,국내,D,ARRIVED   ,도착,1320,20230430CJUI7C509
JEJU AIR,제주항공,CJU,7C511,JEJU,제주,5,GIMHAE,부산/김해,PUS,1553,20230430,,I,국내,D,ARRIVED   ,도착,1540,20230430CJUI7C511
JEJU AIR,제주항공,CJU,7C513,JEJU,제주,4,GIMHAE,부산/김해,PUS,1639,20230430,,I,국내,D,ARRIVED   ,도착,1650,20230430CJUI7C513
JEJU AIR,제주항공,CJU,7C515,JEJU,제주,2,GIMHAE,부산/김해,PUS,1807,20230430,,I,국내,D,ARRIVED   ,도착,1800,20230430CJUI7C515
JEJU AIR,제주항공,CJU,7C601,JEJU,제주,2,GWANGJU,광주,KWJ,1052,20230430,,I,국내,D,ARRIVED   ,도착,1110,20230430CJUI7C601
JEJU AIR,제주항공,CJU,7C605,JEJU,제주,2,GWANGJU,광주,KWJ,1859,20230430,,I,국내,D,ARRIVED   ,도착,1920,20230430CJUI7C605
JEJU AIR,제주항공,CJU,7C701,JEJU,제주,2,DAEGU,대구,TAE,0925,20230430,,I,국내,D,ARRIVED   ,도착,0935,20230430CJUI7C701
JEJU AIR,제주항공,CJU,7C705,JEJU,제주,5,DAEGU,대구,TAE,1719,20230430,,I,국내,D,ARRIVED   ,도착,1715,20230430CJUI7C705
JEJU AIR,제주항공,CJU,7C767,JEJU,제주,3,DAEGU,대구,TAE,2117,20230430,,I,국내,D,ARRIVED   ,도착,2135,20230430CJUI7C767
JEJU AIR,제주항공,CJU,7C801,JEJU,제주,2,CHEONGJU,청주,CJJ,1228,20230430,,I,국내,D,ARRIVED   ,도착,1220,20230430CJUI7C801
JEJU AIR,제주항공,CJU,7C851,JEJU,제주,3,CHEONGJU,청주,CJJ,1110,20230430,,I,국내,D,ARRIVED   ,도착,1120,20230430CJUI7C851
JEJU AIR,제주항공,CJU,7C853,JEJU,제주,3,CHEONGJU,청주,CJJ,2044,20230430,,I,국내,D,ARRIVED   ,도착,2035,20230430CJUI7C853
JEJU AIR,제주항공,CJU,7C855,JEJU,제주,3,CHEONGJU,청주,CJJ,2014,20230430,,I,국내,D,ARRIVED   ,도착,2005,20230430CJUI7C855
SPRING AIRLINES,춘추항공,CJU,9C8567,JEJU,제주,,PUDONG,상하이/푸동,PVG,2034,20230430,,I,국제,I,ARRIVED   ,도착,2035,20230430CJUI9C8567
SPRING AIRLINES,춘추항공,CJU,9C8569,JEJU,제주,,PUDONG,상하이/푸동,PVG,0952,20230430,,I,국제,I,ARRIVED   ,도착,1020,20230430CJUI9C8569
AIR BUSAN,에어부산,CJU,BX8011,JEJU,제주,4,GIMPO,서울/김포,GMP,0754,20230430,,I,국내,D,ARRIVED   ,도착,0805,20230430CJUIBX8011
AIR BUSAN,에어부산,CJU,BX8013,JEJU,제주,4,GIMPO,서울/김포,GMP,0823,20230430,,I,국내,D,ARRIVED   ,도착,0830,20230430CJUIBX8013
AIR BUSAN,에어부산,CJU,BX8015,JEJU,제주,4,GIMPO,서울/김포,GMP,1928,20230430,,I,국내,D,ARRIVED   ,도착,1920,20230430CJUIBX8015
AIR BUSAN,에어부산,CJU,BX8019,JEJU,제주,5,GIMPO,서울/김포,GMP,1837,20230430,,I,국내,D,ARRIVED   ,도착,1855,20230430CJUIBX8019
AIR BUSAN,에어부산,CJU,BX8021,JEJU,제주,3,GIMPO,서울/김포,GMP,1738,20230430,,I,국내,D,ARRIVED   ,도착,1615,20230430CJUIBX8021
AIR BUSAN,에어부산,CJU,BX8029,JEJU,제주,4,GIMPO,서울/김포,GMP,1305,20230430,,I,국내,D,ARRIVED   ,도착,1215,20230430CJUIBX8029
AIR BUSAN,에어부산,CJU,BX8041,JEJU,제주,5,GIMPO,서울/김포,GMP,0931,20230430,,I,국내,D,ARRIVED   ,도착,0940,20230430CJUIBX8041
AIR BUSAN,에어부산,CJU,BX8091,JEJU,제주,4,GIMPO,서울/김포,GMP,1342,20230430,,I,국내,D,ARRIVED   ,도착,1330,20230430CJUIBX8091
AIR BUSAN,에어부산,CJU,BX8101,JEJU,제주,4,GIMHAE,부산/김해,PUS,0741,20230430,,I,국내,D,ARRIVED   ,도착,0755,20230430CJUIBX8101
AIR BUSAN,에어부산,CJU,BX8107,JEJU,제주,5,GIMHAE,부산/김해,PUS,0821,20230430,,I,국내,D,ARRIVED   ,도착,0835,20230430CJUIBX8107
AIR BUSAN,에어부산,CJU,BX8109,JEJU,제주,5,GIMHAE,부산/김해,PUS,1238,20230430,,I,국내,D,ARRIVED   ,도착,1250,20230430CJUIBX8109
AIR BUSAN,에어부산,CJU,BX8111,JEJU,제주,5,GIMHAE,부산/김해,PUS,1420,20230430,,I,국내,D,ARRIVED   ,도착,1420,20230430CJUIBX8111
AIR BUSAN,에어부산,CJU,BX8113,JEJU,제주,4,GIMHAE,부산/김해,PUS,1556,20230430,,I,국내,D,ARRIVED   ,도착,1555,20230430CJUIBX8113
AIR BUSAN,에어부산,CJU,BX8115,JEJU,제주,5,GIMHAE,부산/김해,PUS,1524,20230430,,I,국내,D,ARRIVED   ,도착,1540,20230430CJUIBX8115
AIR BUSAN,에어부산,CJU,BX8117,JEJU,제주,5,GIMHAE,부산/김해,PUS,1735,20230430,,I,국내,D,ARRIVED   ,도착,1740,20230430CJUIBX8117
AIR BUSAN,에어부산,CJU,BX8131,JEJU,제주,5,GIMHAE,부산/김해,PUS,2031,20230430,,I,국내,D,ARRIVED   ,도착,2040,20230430CJUIBX8131
AIR BUSAN,에어부산,CJU,BX8133,JEJU,제주,5,GIMHAE,부산/김해,PUS,0852,20230430,,I,국내,D,ARRIVED   ,도착,0900,20230430CJUIBX8133
AIR BUSAN,에어부산,CJU,BX8139,JEJU,제주,4,GIMHAE,부산/김해,PUS,1853,20230430,,I,국내,D,ARRIVED   ,도착,1900,20230430CJUIBX8139
AIR BUSAN,에어부산,CJU,BX8183,JEJU,제주,5,GIMHAE,부산/김해,PUS,1231,20230430,,I,국내,D,ARRIVED   ,도착,1235,20230430CJUIBX8183
AIR BUSAN,에어부산,CJU,BX8193,JEJU,제주,5,GIMHAE,부산/김해,PUS,1506,20230430,,I,국내,D,ARRIVED   ,도착,1520,20230430CJUIBX8193
AIR BUSAN,에어부산,CJU,BX8197,JEJU,제주,4,GIMHAE,부산/김해,PUS,1918,20230430,,I,국내,D,ARRIVED   ,도착,1930,20230430CJUIBX8197
CATHAY PACIFIC AIRWAYS,캐세이퍼시픽항공,CJU,CX5676,JEJU,제주,,HONG KONG,홍콩,HKG,0556,20230430,,I,국제,I,ARRIVED   ,도착,0620,20230430CJUICX5676
JUNEYAO AIRLINES,중국길상항공(준야오항공),CJU,HO1377,JEJU,제주,2,PUDONG,상하이/푸동,PVG,2123,20230430,,I,국제,I,ARRIVED   ,도착,2135,20230430CJUIHO1377
JUNEYAO AIRLINES,중국길상항공(준야오항공),CJU,HO1609,JEJU,제주,2,NANJING,난징(남경)/난징,NKG,1030,20230430,,I,국제,I,ARRIVED   ,도착,1055,20230430CJUIHO1609
KOREAN AIR,대한항공,CJU,KE1009,JEJU,제주,3,GIMPO,서울/김포,GMP,0751,20230430,,I,국내,D,ARRIVED   ,도착,0750,20230430CJUIKE1009
KOREAN AIR,대한항공,CJU,KE1017,JEJU,제주,3,GIMPO,서울/김포,GMP,0808,20230430,,I,국내,D,ARRIVED   ,도착,0810,20230430CJUIKE1017
KOREAN AIR,대한항공,CJU,KE1019,JEJU,제주,3,GIMPO,서울/김포,GMP,0817,20230430,,I,국내,D,ARRIVED   ,도착,0825,20230430CJUIKE1019
KOREAN AIR,대한항공,CJU,KE1023,JEJU,제주,2,GIMPO,서울/김포,GMP,0830,20230430,,I,국내,D,ARRIVED   ,도착,0840,20230430CJUIKE1023
KOREAN AIR,대한항공,CJU,KE1033,JEJU,제주,4,GIMPO,서울/김포,GMP,0948,20230430,,I,국내,D,ARRIVED   ,도착,0920,20230430CJUIKE1033
KOREAN AIR,대한항공,CJU,KE1045,JEJU,제주,5,GIMPO,서울/김포,GMP,1011,20230430,,I,국내,D,ARRIVED   ,도착,1005,20230430CJUIKE1045
KOREAN AIR,대한항공,CJU,KE1049,JEJU,제주,3,GIMPO,서울/김포,GMP,1005,20230430,,I,국내,D,ARRIVED   ,도착,1010,20230430CJUIKE1049
KOREAN AIR,대한항공,CJU,KE1055,JEJU,제주,2,GIMPO,서울/김포,GMP,1039,20230430,,I,국내,D,ARRIVED   ,도착,1040,20230430CJUIKE1055
KOREAN AIR,대한항공,CJU,KE1073,JEJU,제주,2,GIMPO,서울/김포,GMP,1145,20230430,,I,국내,D,ARRIVED   ,도착,1145,20230430CJUIKE1073
KOREAN AIR,대한항공,CJU,KE1075,JEJU,제주,4,GIMPO,서울/김포,GMP,1155,20230430,,I,국내,D,ARRIVED   ,도착,1155,20230430CJUIKE1075
KOREAN AIR,대한항공,CJU,KE1081,JEJU,제주,3,GIMPO,서울/김포,GMP,1222,20230430,,I,국내,D,ARRIVED   ,도착,1210,20230430CJUIKE1081
KOREAN AIR,대한항공,CJU,KE1087,JEJU,제주,3,GIMPO,서울/김포,GMP,1315,20230430,,I,국내,D,ARRIVED   ,도착,1240,20230430CJUIKE1087
KOREAN AIR,대한항공,CJU,KE1091,JEJU,제주,3,GIMPO,서울/김포,GMP,1350,20230430,,I,국내,D,ARRIVED   ,도착,1305,20230430CJUIKE1091
KOREAN AIR,대한항공,CJU,KE1113,JEJU,제주,3,GIMPO,서울/김포,GMP,1427,20230430,,I,국내,D,ARRIVED   ,도착,1410,20230430CJUIKE1113
KOREAN AIR,대한항공,CJU,KE1115,JEJU,제주,2,GIMPO,서울/김포,GMP,1430,20230430,,I,국내,D,ARRIVED   ,도착,1430,20230430CJUIKE1115
KOREAN AIR,대한항공,CJU,KE1121,JEJU,제주,3,GIMPO,서울/김포,GMP,1437,20230430,,I,국내,D,ARRIVED   ,도착,1440,20230430CJUIKE1121
KOREAN AIR,대한항공,CJU,KE1131,JEJU,제주,3,GIMPO,서울/김포,GMP,1605,20230430,,I,국내,D,ARRIVED   ,도착,1525,20230430CJUIKE1131
KOREAN AIR,대한항공,CJU,KE1147,JEJU,제주,2,GIMPO,서울/김포,GMP,1617,20230430,,I,국내,D,ARRIVED   ,도착,1620,20230430CJUIKE1147
KOREAN AIR,대한항공,CJU,KE1153,JEJU,제주,3,GIMPO,서울/김포,GMP,1716,20230430,,I,국내,D,ARRIVED   ,도착,1645,20230430CJUIKE1153
KOREAN AIR,대한항공,CJU,KE1165,JEJU,제주,3,GIMPO,서울/김포,GMP,1751,20230430,,I,국내,D,ARRIVED   ,도착,1740,20230430CJUIKE1165
KOREAN AIR,대한항공,CJU,KE1177,JEJU,제주,4,GIMPO,서울/김포,GMP,1827,20230430,,I,국내,D,ARRIVED   ,도착,1815,20230430CJUIKE1177
KOREAN AIR,대한항공,CJU,KE1187,JEJU,제주,3,GIMPO,서울/김포,GMP,1921,20230430,,I,국내,D,ARRIVED   ,도착,1900,20230430CJUIKE1187
KOREAN AIR,대한항공,CJU,KE1193,JEJU,제주,2,GIMPO,서울/김포,GMP,2008,20230430,,I,국내,D,ARRIVED   ,도착,1930,20230430CJUIKE1193
KOREAN AIR,대한항공,CJU,KE1201,JEJU,제주,3,GIMPO,서울/김포,GMP,1948,20230430,,I,국내,D,ARRIVED   ,도착,1945,20230430CJUIKE1201
KOREAN AIR,대한항공,CJU,KE1209,JEJU,제주,4,GIMPO,서울/김포,GMP,2017,20230430,,I,국내,D,ARRIVED   ,도착,2010,20230430CJUIKE1209
KOREAN AIR,대한항공,CJU,KE1211,JEJU,제주,3,GIMPO,서울/김포,GMP,2108,20230430,,I,국내,D,ARRIVED   ,도착,2030,20230430CJUIKE1211
KOREAN AIR,대한항공,CJU,KE1227,JEJU,제주,3,GIMPO,서울/김포,GMP,2147,20230430,,I,국내,D,ARRIVED   ,도착,2140,20230430CJUIKE1227
