AIRLINE_ENGLISH,AIRLINE_KOREAN,AIRPORT,AIR_FLN,ARRIVED_ENG,ARRIVED_KOR,BAGGAGE_CLAIM,BOARDING_ENG,BOARDING_KOR,CITY,ETD,FLIGHT_DATE,GATE,IO,LINE,LINE_CODE,RMK_ENG,RMK_KOR,STD,UFID
JINAIR,진에어,CJU,LJ576,DAEGU,대구,,JEJU,제주,TAE,1410,20230430,2,O,국내,D,DEPARTED,출발,1355,20230430CJUOLJ576
JINAIR,진에어,CJU,LJ578,DAEGU,대구,,JEJU,제주,TAE,1653,20230430,12,O,국내,D,DEPARTED,출발,1630,20230430CJUOLJ578
JINAIR,진에어,CJU,LJ580,DAEGU,대구,,JEJU,제주,TAE,2100,20230430,12,O,국내,D,DEPARTED,출발,2045,20230430CJUOLJ580
JINAIR,진에어,CJU,LJ582,CHEONGJU,청주,,JEJU,제주,CJJ,0942,20230430,1,O,국내,D,DEPARTED,출발,0930,20230430CJUOLJ582
JINAIR,진에어,CJU,LJ584,CHEONGJU,청주,,JEJU,제주,CJJ,1101,20230430,12,O,국내,D,DEPARTED,출발,1045,20230430CJUOLJ584
JINAIR,진에어,CJU,LJ586,CHEONGJU,청주,,JEJU,제주,CJJ,1551,20230430,3,O,국내,D,DEPARTED,출발,1525,20230430CJUOLJ586
JINAIR,진에어,CJU,LJ592,GWANGJU,광주,,JEJU,제주,KWJ,0743,20230430,12,O,국내,D,DEPARTED,출발,0725,20230430CJUOLJ592
JINAIR,진에어,CJU,LJ594,GWANGJU,광주,,JEJU,제주,KWJ,1919,20230430,5,O,국내,D,DEPARTED,출발,1905,20230430CJUOLJ594
JINAIR,진에어,CJU,LJ596,GWANGJU,광주,,JEJU,제주,KWJ,1403,20230430,6,O,국내,D,DEPARTED,출발,1355,20230430CJUOLJ596
JINAIR,진에어,CJU,LJ598,GWANGJU,광주,,JEJU,제주,KWJ,1631,20230430,2,O,국내,D,DEPARTED,출발,1600,20230430CJUOLJ598
JINAIR,진에어,CJU,LJ600,YEOSU,여수,,JEJU,제주,RSU,1854,20230430,9,O,국내,D,DEPARTED,출발,1835,20230430CJUOLJ600
CHINA EASTERN AIRLINES,중국동방항공,CJU,MU5060,PUDONG,상하이/푸동,,JEJU,제주,PVG,1344,20230430,18,O,국제,I,DEPARTED,출발,1340,20230430CJUOMU5060
ASIANA AIRLINE,아시아나항공,CJU,OZ8010,GIMPO,서울/김포,,JEJU,제주,GMP,1640,20230430,8,O,국내,D,DEPARTED,출발,1620,20230430CJUOOZ8010
ASIANA AIRLINE,아시아나항공,CJU,OZ8014,GIMPO,서울/김포,,JEJU,제주,GMP,2133,20230430,7,O,국내,D,DEPARTED,출발,2115,20230430CJUOOZ8014
ASIANA AIRLINE,아시아나항공,CJU,OZ8018,GIMPO,서울/김포,,JEJU,제주,GMP,1946,20230430,9,O,국내,D,DEPARTED,출발,1935,20230430CJUOOZ8018
ASIANA AIRLINE,아시아나항공,CJU,OZ8026,GIMPO,서울/김포,,JEJU,제주,GMP,0853,20230430,12,O,국내,D,DEPARTED,출발,0840,20230430CJUOOZ8026
ASIANA AIRLINE,아시아나항공,CJU,OZ8028,GIMPO,서울/김포,,JEJU,제주,GMP,1450,20230430,8,O,국내,D,DEPARTED,출발,1320,20230430CJUOOZ8028
ASIANA AIRLINE,아시아나항공,CJU,OZ8040,GIMPO,서울/김포,,JEJU,제주,GMP,1041,20230430,8,O,국내,D,DEPARTED,출발,1030,20230430CJUOOZ8040
ASIANA AIRLINE,아시아나항공,CJU,OZ8090,GIMPO,서울/김포,,JEJU,제주,GMP,1444,20230430,10,O,국내,D,DEPARTED,출발,1430,20230430CJUOOZ8090
ASIANA AIRLINE,아시아나항공,CJU,OZ8100,GIMHAE,부산/김해,,JEJU,제주,PUS,0844,20230430,8,O,국내,D,DEPARTED,출발,0830,20230430CJUOOZ8100
ASIANA AIRLINE,아시아나항공,CJU,OZ8102,GIMHAE,부산/김해,,JEJU,제주,PUS,0950,20230430,9,O,국내,D,DEPARTED,출발,0930,20230430CJUOOZ8102
ASIANA AIRLINE,아시아나항공,CJU,OZ8106,GIMHAE,부산/김해,,JEJU,제주,PUS,0916,20230430,10,O,국내,D,DEPARTED,출발,0910,20230430CJUOOZ8106
ASIANA AIRLINE,아시아나항공,CJU,OZ8108,GIMHAE,부산/김해,,JEJU,제주,PUS,1348,20230430,10,O,국내,D,DEPARTED,출발,1330,20230430CJUOOZ8108
ASIANA AIRLINE,아시아나항공,CJU,OZ8110,GIMHAE,부산/김해,,JEJU,제주,PUS,1521,20230430,8,O,국내,D,DEPARTED,출발,1455,20230430CJUOOZ8110
ASIANA AIRLINE,아시아나항공,CJU,OZ8112,GIMHAE,부산/김해,,JEJU,제주,PUS,1702,20230430,10,O,국내,D,DEPARTED,출발,1630,20230430CJUOOZ8112
ASIANA AIRLINE,아시아나항공,CJU,OZ8116,GIMHAE,부산/김해,,JEJU,제주,PUS,1851,20230430,8,O,국내,D,DEPARTED,출발,1835,20230430CJUOOZ8116
ASIANA AIRLINE,아시아나항공,CJU,OZ8118,GIMHAE,부산/김해,,JEJU,제주,PUS,2020,20230430,13,O,국내,D,DEPARTED,출발,2000,20230430CJUOOZ8118
ASIANA AIRLINE,아시아나항공,CJU,OZ8122,DAEGU,대구,,JEJU,제주,TAE,0819,20230430,10,O,국내,D,DEPARTED,출발,0755,20230430CJUOOZ8122
ASIANA AIRLINE,아시아나항공,CJU,OZ8124,DAEGU,대구,,JEJU,제주,TAE,1202,20230430,11,O,국내,D,DEPARTED,출발,1140,20230430CJUOOZ8124
ASIANA AIRLINE,아시아나항공,CJU,OZ8126,DAEGU,대구,,JEJU,제주,TAE,1736,20230430,8,O,국내,D,DEPARTED,출발,1725,20230430CJUOOZ8126
ASIANA AIRLINE,아시아나항공,CJU,OZ8132,GIMHAE,부산/김해,,JEJU,제주,PUS,1835,20230430,10,O,국내,D,DEPARTED,출발,1710,20230430CJUOOZ8132
ASIANA AIRLINE,아시아나항공,CJU,OZ8136,GIMHAE,부산/김해,,JEJU,제주,PUS,1009,20230430,8,O,국내,D,DEPARTED,출발,0950,20230430CJUOOZ8136
ASIANA AIRLINE,아시아나항공,CJU,OZ8138,GIMHAE,부산/김해,,JEJU,제주,PUS,1947,20230430,10,O,국내,D,DEPARTED,출발,1935,20230430CJUOOZ8138
ASIANA AIRLINE,아시아나항공,CJU,OZ8140,GWANGJU,광주,,JEJU,제주,KWJ,0845,20230430,11,O,국내,D,DEPARTED,출발,0835,20230430CJUOOZ8140
ASIANA AIRLINE,아시아나항공,CJU,OZ8142,GWANGJU,광주,,JEJU,제주,KWJ,1136,20230430,10,O,국내,D,DEPARTED,출발,1120,20230430CJUOOZ8142
ASIANA AIRLINE,아시아나항공,CJU,OZ8144,GWANGJU,광주,,JEJU,제주,KWJ,1320,20230430,11,O,국내,D,DEPARTED,출발,1310,20230430CJUOOZ8144
ASIANA AIRLINE,아시아나항공,CJU,OZ8146,GWANGJU,광주,,JEJU,제주,KWJ,1650,20230430,8,O,국내,D,DEPARTED,출발,1635,20230430CJUOOZ8146
ASIANA AIRLINE,아시아나항공,CJU,OZ8148,GWANGJU,광주,,JEJU,제주,KWJ,1845,20230430,13,O,국내,D,DEPARTED,출발,1745,20230430CJUOOZ8148
ASIANA AIRLINE,아시아나항공,CJU,OZ8182,GIMHAE,부산/김해,,JEJU,제주,PUS,1334,20230430,13,O,국내,D,DEPARTED,출발,1310,20230430CJUOOZ8182
ASIANA AIRLINE,아시아나항공,CJU,OZ8196,YEOSU,여수,,JEJU,제주,RSU,1028,20230430,10,O,국내,D,DEPARTED,출발,1015,20230430CJUOOZ8196
ASIANA AIRLINE,아시아나항공,CJU,OZ8198,YEOSU,여수,,JEJU,제주,RSU,1447,20230430,7,O,국내,D,DEPARTED,출발,1435,20230430CJUOOZ8198
ASIANA AIRLINE,아시아나항공,CJU,OZ8232,CHEONGJU,청주,,JEJU,제주,CJJ,1130,20230430,7,O,국내,D,DEPARTED,출발,1115,20230430CJUOOZ8232
ASIANA AIRLINE,아시아나항공,CJU,OZ8234,CHEONGJU,청주,,JEJU,제주,CJJ,1532,20230430,11,O,국내,D,DEPARTED,출발,1510,20230430CJUOOZ8234
ASIANA AIRLINE,아시아나항공,CJU,OZ8236,CHEONGJU,청주,,JEJU,제주,CJJ,2057,20230430,11,O,국내,D,DEPARTED,출발,2035,20230430CJUOOZ8236
ASIANA AIRLINE,아시아나항공,CJU,OZ8900,GIMPO,서울/김포,,JEJU,제주,GMP,0650,20230430,10,O,국내,D,DEPARTED,출발,0630,20230430CJUOOZ8900
ASIANA AIRLINE,아시아나항공,CJU,OZ8902,GIMPO,서울/김포,,JEJU,제주,GMP,0652,20230430,7,O,국내,D,DEPARTED,출발,0640,20230430CJUOOZ8902
ASIANA AIRLINE,아시아나항공,CJU,OZ8904,GIMPO,서울/김포,,JEJU,제주,GMP,0803,20230430,13,O,국내,D,DEPARTED,출발,0755,20230430CJUOOZ8904
ASIANA AIRLINE,아시아나항공,CJU,OZ8906,GIMPO,서울/김포,,JEJU,제주,GMP,1435,20230430,8,O,국내,D,DEPARTED,출발,1410,20230430CJUOOZ8906
ASIANA AIRLINE,아시아나항공,CJU,OZ8912,GIMPO,서울/김포,,JEJU,제주,GMP,0902,20230430,11,O,국내,D,DEPARTED,출발,0845,20230430CJUOOZ8912
ASIANA AIRLINE,아시아나항공,CJU,OZ8914,GIMPO,서울/김포,,JEJU,제주,GMP,0938,20230430,7,O,국내,D,DEPARTED,출발,0920,20230430CJUOOZ8914
ASIANA AIRLINE,아시아나항공,CJU,OZ8916,GIMPO,서울/김포,,JEJU,제주,GMP,1002,20230430,6,O,국내,D,DEPARTED,출발,0950,20230430CJUOOZ8916
ASIANA AIRLINE,아시아나항공,CJU,OZ8920,GIMPO,서울/김포,,JEJU,제주,GMP,1037,20230430,7,O,국내,D,DEPARTED,출발,1020,20230430CJUOOZ8920
ASIANA AIRLINE,아시아나항공,CJU,OZ8922,GIMPO,서울/김포,,JEJU,제주,GMP,1233,20230430,7,O,국내,D,DEPARTED,출발,1210,20230430CJUOOZ8922
ASIANA AIRLINE,아시아나항공,CJU,OZ8924,GIMPO,서울/김포,,JEJU,제주,GMP,1248,20230430,10,O,국내,D,DEPARTED,출발,1235,20230430CJUOOZ8924
ASIANA AIRLINE,아시아나항공,CJU,OZ8932,GIMPO,서울/김포,,JEJU,제주,GMP,1323,20230430,7,O,국내,D,DEPARTED,출발,1310,20230430CJUOOZ8932
ASIANA AIRLINE,아시아나항공,CJU,OZ8936,GIMPO,서울/김포,,JEJU,제주,GMP,1414,20230430,11,O,국내,D,DEPARTED,출발,1400,20230430CJUOOZ8936
ASIANA AIRLINE,아시아나항공,CJU,OZ8938,GIMPO,서울/김포,,JEJU,제주,GMP,2106,20230430,11,O,국내,D,DEPARTED,출발,2045,20230430CJUOOZ8938
ASIANA AIRLINE,아시아나항공,CJU,OZ8944,GIMPO,서울/김포,,JEJU,제주,GMP,1441,20230430,13,O,국내,D,DEPARTED,출발,1410,20230430CJUOOZ8944
ASIANA AIRLINE,아시아나항공,CJU,OZ8948,GIMPO,서울/김포,,JEJU,제주,GMP,1438,20230430,11,O,국내,D,DEPARTED,출발,1420,20230430CJUOOZ8948
ASIANA AIRLINE,아시아나항공,CJU,OZ8950,GIMPO,서울/김포,,JEJU,제주,GMP,1555,20230430,10,O,국내,D,DEPARTED,출발,1540,20230430CJUOOZ8950
ASIANA AIRLINE,아시아나항공,CJU,OZ8956,GIMPO,서울/김포,,JEJU,제주,GMP,1610,20230430,7,O,국내,D,DEPARTED,출발,1555,20230430CJUOOZ8956
ASIANA AIRLINE,아시아나항공,CJU,OZ8962,GIMPO,서울/김포,,JEJU,제주,GMP,1644,20230430,11,O,국내,D,DEPARTED,출발,1625,20230430CJUOOZ8962
ASIANA AIRLINE,아시아나항공,CJU,OZ8964,GIMPO,서울/김포,,JEJU,제주,GMP,1717,20230430,13,O,국내,D,DEPARTED,출발,1655,20230430CJUOOZ8964
ASIANA AIRLINE,아시아나항공,CJU,OZ8970,GIMPO,서울/김포,,JEJU,제주,GMP,1714,20230430,7,O,국내,D,DEPARTED,출발,1700,20230430CJUOOZ8970
ASIANA AIRLINE,아시아나항공,CJU,OZ8972,GIMPO,서울/김포,,JEJU,제주,GMP,1904,20230430,11,O,국내,D,DEPARTED,출발,1850,20230430CJUOOZ8972
ASIANA AIRLINE,아시아나항공,CJU,OZ8974,GIMPO,서울/김포,,JEJU,제주,GMP,2109,20230430,10,O,국내,D,DEPARTED,출발,2050,20230430CJUOOZ8974
ASIANA AIRLINE,아시아나항공,CJU,OZ8982,GIMPO,서울/김포,,JEJU,제주,GMP,1950,20230430,11,O,국내,D,DEPARTED,출발,1930,20230430CJUOOZ8982
ASIANA AIRLINE,아시아나항공,CJU,OZ8986,GIMPO,서울/김포,,JEJU,제주,GMP,2003,20230430,11,O,국내,D,DEPARTED,출발,1950,20230430CJUOOZ8986
ASIANA AIRLINE,아시아나항공,CJU,OZ8992,GIMPO,서울/김포,,JEJU,제주,GMP,2032,20230430,7,O,국내,D,DEPARTED,출발,2020,20230430CJUOOZ8992
ASIANA AIRLINE,아시아나항공,CJU,OZ8996,GIMPO,서울/김포,,JEJU,제주,GMP,2156,20230430,10,O,국내,D,DEPARTED,출발,2055,20230430CJUOOZ8996
AERO K AIRLINES,에어로케이항공,CJU,RF602,CHEONGJU,청주,,JEJU,제주,CJJ,1034,20230430,3A,O,국내,D,DEPARTED,출발,1020,20230430CJUORF602
AERO K AIRLINES,에어로케이항공,CJU,RF610,CHEONGJU,청주,,JEJU,제주,CJJ,1657,20230430,3A,O,국내,D,DEPARTED,출발,1640,20230430CJUORF610
AERO K AIRLINES,에어로케이항공,CJU,RF614,CHEONGJU,청주,,JEJU,제주,CJJ,2143,20230430,4,O,국내,D,DEPARTED,출발,2125,20230430CJUORF614
AIR SEOUL,에어서울,CJU,RS902,GIMPO,서울/김포,,JEJU,제주,GMP,0755,20230430,3A,O,국내,D,DEPARTED,출발,0730,20230430CJUORS902
AIR SEOUL,에어서울,CJU,RS904,GIMPO,서울/김포,,JEJU,제주,GMP,1139,20230430,8,O,국내,D,DEPARTED,출발,1115,20230430CJUORS904
AIR SEOUL,에어서울,CJU,RS906,GIMPO,서울/김포,,JEJU,제주,GMP,1542,20230430,1A,O,국내,D,DEPARTED,출발,1440,20230430CJUORS906
AIR SEOUL,에어서울,CJU,RS908,GIMPO,서울/김포,,JEJU,제주,GMP,1954,20230430,3A,O,국내,D,DEPARTED,출발,1930,20230430CJUORS908
AIR SEOUL,에어서울,CJU,RS922,GIMPO,서울/김포,,JEJU,제주,GMP,1223,20230430,8,O,국내,D,DEPARTED,출발,1205,20230430CJUORS922
AIR SEOUL,에어서울,CJU,RS926,GIMPO,서울/김포,,JEJU,제주,GMP,1753,20230430,11,O,국내,D,DEPARTED,출발,1730,20230430CJUORS926
ROYAL AIR PHILIPPINES,로얄에어필리핀,CJU,RW180,MANILA,마닐라,,JEJU,제주,MNL,2212,20230430,18,O,국제,I,DEPARTED,출발,2135,20230430CJUORW180
SCOOT TIGER AIR,스쿠트타이거항공,CJU,TR813,SINGAPORE,싱가폴/싱가포르,,JEJU,제주,SIN,0955,20230430,18,O,국제,I,DEPARTED,출발,0945,20230430CJUOTR813
T'WAY AIR CO.LTD,티웨이항공,CJU,TW245,KANSAI,오사카/간사이,,JEJU,제주,KIX,1621,20230430,15,O,국제,I,DEPARTED,출발,1615,20230430CJUOTW245
T'WAY AIR CO.LTD,티웨이항공,CJU,TW687,TAIPEI,타이페이/타오위안,,JEJU,제주,TPE,1257,20230430,15,O,국제,I,DEPARTED,출발,1245,20230430CJUOTW687
T'WAY AIR CO.LTD,티웨이항공,CJU,TW702,GIMPO,서울/김포,,JEJU,제주,GMP,0801,20230430,4,O,국내,D,DEPARTED,출발,0755,20230430CJUOTW702
T'WAY AIR CO.LTD,티웨이항공,CJU,TW706,GIMPO,서울/김포,,JEJU,제주,GMP,0907,20230430,4,O,국내,D,DEPARTED,출발,0845,20230430CJUOTW706
T'WAY AIR CO.LTD,티웨이항공,CJU,TW708,GIMPO,서울/김포,,JEJU,제주,GMP,1015,20230430,3,O,국내,D,DEPARTED,출발,1000,20230430CJUOTW708
T'WAY AIR CO.LTD,티웨이항공,CJU,TW710,GIMPO,서울/김포,,JEJU,제주,GMP,1117,20230430,4,O,국내,D,DEPARTED,출발,1105,20230430CJUOTW710
T'WAY AIR CO.LTD,티웨이항공,CJU,TW712,GIMPO,서울/김포,,JEJU,제주,GMP,1148,20230430,2,O,국내,D,DEPARTED,출발,1135,20230430CJUOTW712
T'WAY AIR CO.LTD,티웨이항공,CJU,TW718,GIMPO,서울/김포,,JEJU,제주,GMP,1300,20230430,4,O,국내,D,DEPARTED,출발,1245,20230430CJUOTW718
T'WAY AIR CO.LTD,티웨이항공,CJU,TW720,GIMPO,서울/김포,,JEJU,제주,GMP,1357,20230430,4,O,국내,D,DEPARTED,출발,1330,20230430CJUOTW720
T'WAY AIR CO.LTD,티웨이항공,CJU,TW726,GIMPO,서울/김포,,JEJU,제주,GMP,1637,20230430,3,O,국내,D,DEPARTED,출발,1620,20230430CJUOTW726
T'WAY AIR CO.LTD,티웨이항공,CJU,TW728,GIMPO,서울/김포,,JEJU,제주,GMP,1750,20230430,6,O,국내,D,DEPARTED,출발,1705,20230430CJUOTW728
T'WAY AIR CO.LTD,티웨이항공,CJU,TW732,GIMPO,서울/김포,,JEJU,제주,GMP,2013,20230430,4,O,국내,D,DEPARTED,출발,1955,20230430CJUOTW732
T'WAY AIR CO.LTD,티웨이항공,CJU,TW734,GIMPO,서울/김포,,JEJU,제주,GMP,2039,20230430,3,O,국내,D,DEPARTED,출발,2020,20230430CJUOTW734
T'WAY AIR CO.LTD,티웨이항공,CJU,TW736,GIMPO,서울/김포,,JEJU,제주,GMP,2131,20230430,4,O,국내,D,DEPARTED,출발,2105,20230430CJUOTW736
